config_tag,train_accuracy,test_accuracy,confusion_matrix,precision_train,precision_test,recall_train,recall_test,n_layers,hidden_neurons,epochs,activation_function,dropout_rate,learning_rate,learning_decrease,early_stopping_patience,execution_dir,execution_time
DEFAULT,0.96,0.66,"[[ 298   22  123  287]
 [  62   22   47  108]
 [ 234   16  862  588]
 [ 928   84  867 5257]]",0.96,0.71,0.96,0.66,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-164717/,366.3954014778137
DEFAULT,0.89,0.55,"[[ 298   28  177  227]
 [  48   34   75   82]
 [ 206   42  917  535]
 [ 892  266 1845 4133]]",0.89,0.67,0.89,0.55,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-165345/,161.57223272323608
DEFAULT,0.96,0.61,"[[ 299   31  132  268]
 [  39   22   66  112]
 [ 205   22 1040  433]
 [ 886  109 1502 4639]]",0.96,0.7,0.96,0.61,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-165654/,356.37247824668884
DEFAULT,0.88,0.58,"[[ 222   18  185  305]
 [  41   18   83   97]
 [ 143   37  926  594]
 [ 553  227 1882 4474]]",0.88,0.67,0.88,0.58,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-170311/,167.33276772499084
DEFAULT,0.44,0.39,"[[ 250   81  121  278]
 [  76   24   45   94]
 [ 442  190  460  608]
 [1635  889 1479 3133]]",0.45,0.6,0.44,0.39,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-170615/,113.54292321205139
DEFAULT,0.96,0.66,"[[ 397   51  182  214]
 [  65   49   30   61]
 [ 244   37 1301  456]
 [ 740  111 1525 5472]]",0.96,0.74,0.96,0.66,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-171554/,341.5026054382324
DEFAULT,0.88,0.49,"[[ 364   24  244  212]
 [  46   16   73   70]
 [ 287   59 1255  437]
 [1253  163 2740 3692]]",0.88,0.67,0.88,0.49,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-172158/,177.62268733978271
DEFAULT,0.96,0.62,"[[ 442   43  213  146]
 [  67   42   46   50]
 [ 304   38 1348  348]
 [ 981  188 1739 4940]]",0.96,0.74,0.96,0.62,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-172525/,376.38946557044983
DEFAULT,0.88,0.56,"[[ 337   50  194  263]
 [  32   45   30   98]
 [ 241   52 1102  643]
 [1038  201 1947 4662]]",0.88,0.67,0.88,0.56,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-173202/,179.3043074607849
DEFAULT,0.45,0.33,"[[ 394  104  205  141]
 [  75   33   54   43]
 [ 622  188  759  469]
 [2448  657 2271 2472]]",0.47,0.62,0.45,0.33,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-173520/,120.37231707572937
